duration,ies_1,ies_2,ies_3,ies_4,ies_5,ies_6,ies_7,ies_8,ies_9,ies_10,ies_11,ies_12,ies_13,ies_14,ies_15,ibq_1,ibq_2,ibq_3,ibq_4,ibq_5,ibq_6,ibq_7,ibq_8,ibq_9,ibq_10,ibq_11,ibq_12,id_1before,id_1after,tsc_1,tsc_2,tsc_3,tsc_4,tsc_5,tsc_6,tsc_7,tsc_8,tsc_9,tsc_10,tsc_11,tsc_12,tsc_13,tsc_14,tsc_15,tsc_16,tsc_17,tsc_18,tsc_19,tsc_20,tsc_21,tsc_22,tsc_23,tsc_24,tsc_25,tsc_26,tsc_27,tsc_28,tsc_29,tsc_30,tsc_31,tsc_32,tsc_33,tsc_34,tsc_35,tsc_36,tsc_37,tsc_38,tsc_39,tsc_40,att_1,att_2,att_3,att_4,att_5,age,gender,gendertext,raceethn,raceethntext,int,orient,orienttext,religion,religiontext,varsity,nonvarsity,frat,soror,housing,inperson,liveeug,student,studenttext,covid19
2383,4,3,1,1,3,2,3,2,4,3,3,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,3,1,2,1,0,0,2,1,2,3,2,1,2,0,0,1,2,0,1,1,0,0,1,0,0,0,1,2,2,2,1,2,1,0,2,2,1,10,3,6,22,2,,7,,0,4,,4,,2,2,2,2,2,2,1,3,,1
2167,3,4,3,3,2,3,2,3,4,2,3,3,3,2,2,0,0,1,1,1,1,1,1,1,0,1,1,3,1,3,3,1,0,0,3,1,3,1,2,0,2,1,3,3,1,0,2,2,1,0,3,0,1,3,0,0,3,0,0,2,2,0,1,0,0,2,0,0,0,2,1,10,3,6,19,1,,7,,0,4,,,,2,1,2,1,2,2,3,2,,1
2575,4,4,4,1,1,2,4,3,1,1,3,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,10,3,6,20,2,,4,,0,4,,8,Roman Catholic,2,2,2,2,2,2,1,3,,1
2488,3,3,2,3,3,1,1,1,1,1,3,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,2,0,0,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,,0,0,1,1,0,0,0,1,0,2,2,1,10,3,6,18,1,,7,,0,2,,1,,2,2,2,2,2,2,3,1,,2
1158,2,4,4,1,3,1,4,1,4,2,3,1,4,2,2,0,0,0,1,2,2,1,1,0,2,0,0,4,1,3,2,0,3,0,2,0,1,0,1,0,0,0,3,3,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,10,3,6,19,1,,7,,0,4,,4,,2,2,2,2,2,2,2,2,,2
3107,1,3,1,1,2,1,1,1,3,1,1,2,2,1,4,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,3,0,1,2,2,2,2,3,3,0,3,1,3,3,0,2,0,1,0,0,3,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,10,3,6,23,2,,5,,1,4,,6,,2,2,2,2,2,2,2,3,,2
2542,3,4,1,1,2,3,1,1,3,2,2,1,1,2,4,1,0,0,1,2,2,2,2,2,2,1,0,3,2,1,0,0,2,0,1,0,0,1,0,0,0,0,3,2,0,1,0,0,2,1,2,0,0,1,0,0,0,0,0,2,0,1,2,0,0,3,1,0,1,2,1,10,3,6,22,1,,7,,0,4,,2,,2,2,2,2,2,2,2,5,5th year senior ,2
68279,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,3,1,2,3,3,3,3,1,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,3,0,1,3,2,0,3,3,3,3,3,1,3,3,2,2,3,1,10,3,6,19,1,,"7,8",,0,4,,4,,2,1,2,2,2,2,2,2,,1
1218,2,1,1,1,1,1,1,1,3,1,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,10,3,6,18,2,,2,,0,4,,2,,2,2,2,2,1,2,1,1,,2
5365,2,3,1,1,2,1,4,1,1,1,1,2,3,1,3,0,1,1,2,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,3,6,20,1,,7,,0,4,,4,,2,1,2,2,2,2,1,4,,2
1608,4,3,3,2,4,1,3,1,3,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,0,2,2,0,1,1,1,0,3,1,1,0,3,0,3,2,0,0,2,2,0,0,2,0,2,2,0,0,1,0,0,2,3,3,2,0,0,0,2,1,0,2,1,10,3,4,21,1,,"2,4",,0,4,,4,,2,2,2,1,2,2,3,4,,1
1465,3,2,2,3,3,1,1,1,1,2,3,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,1,10,3,6,20,1,,2,,0,4,,4,,2,2,2,2,2,2,1,3,,1
1329,2,3,1,1,3,1,1,1,2,1,3,1,1,1,3,0,1,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,10,3,6,19,1,,7,,0,4,,1,,2,2,2,2,2,2,1,2,,1
1415,2,3,1,1,2,1,4,3,3,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,1,1,2,0,0,0,0,3,2,1,3,2,0,1,1,0,0,0,3,1,1,2,0,1,1,0,0,0,0,2,2,0,0,2,0,0,2,2,1,10,3,6,20,2,,7,,0,4,,4,,2,2,2,2,2,2,2,2,,1
3265,3,2,2,3,3,2,2,1,1,1,4,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,3,2,2,2,0,1,0,3,2,0,0,1,0,2,2,2,3,1,0,1,3,0,2,2,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,1,10,3,6,19,1,,5,,0,4,,4,,2,2,2,2,2,2,1,2,,1
2672,1,1,1,2,2,1,1,1,3,1,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,3,0,3,0,0,0,3,0,2,2,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,10,3,6,18,1,,7,,0,4,,1,,2,1,2,1,2,2,3,1,,1
1770,3,3,4,2,2,2,4,2,4,2,3,2,4,3,3,2,2,2,2,2,1,2,0,2,0,0,0,3,0,0,1,0,0,0,2,1,1,2,1,0,2,0,2,3,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,2,1,10,3,6,18,1,,"4,7",,0,2,,8,Catholic,2,2,2,2,1,2,1,1,,1
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,3,2,0,1,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,9,4,1,19,2,,7,,0,1,,4,,2,2,2,2,2,2,2,1,,1
3322,4,2,2,2,3,,,,,,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,10,3,6,20,1,,7,,0,4,,4,,2,2,2,1,1,1,3,2,,1
1725,1,3,4,1,3,1,4,3,3,1,1,1,4,1,3,0,0,0,0,2,2,0,2,2,2,2,1,3,2,0,1,1,0,0,3,0,0,0,0,1,1,1,0,1,0,0,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,3,2,1,10,3,6,20,1,,"1,4,7",,0,4,,8,Catholic,2,2,2,2,2,2,3,3,,1
26130,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,2,1,1,0,1,2,2,3,2,0,0,3,3,0,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,2,2,0,0,3,0,3,1,0,3,2,1,10,3,6,21,1,,"3,7",,0,4,,8,,2,2,2,2,2,2,1,3,,2
2872,3,4,1,1,2,1,1,1,1,1,2,1,2,2,3,0,0,2,2,1,2,2,2,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,3,6,21,1,,2,,1,4,,8,None,2,2,2,2,2,1,1,4,,2
1357,4,4,3,3,4,2,3,1,3,3,4,4,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0,3,1,3,2,2,0,3,2,3,3,2,1,3,2,0,3,2,0,1,1,0,0,2,0,0,0,1,1,3,0,0,1,0,0,0,2,1,10,3,6,20,1,,2,,0,4,,2,,2,2,2,2,2,1,1,3,,1
1597,4,4,4,2,4,1,4,1,4,4,4,4,4,4,3,0,0,0,1,0,1,1,0,1,1,0,0,4,0,1,2,0,1,0,3,0,3,0,1,0,3,3,0,2,0,2,2,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,2,3,0,1,1,0,0,2,1,10,3,6,19,1,,7,,0,4,,1,,2,2,2,1,2,2,3,1,,1
2188,3,3,2,2,1,1,3,1,1,1,3,3,3,1,3,0,1,1,0,0,0,0,0,0,0,1,1,3,1,1,2,0,3,1,2,1,0,1,1,2,1,0,0,2,0,1,1,3,0,0,1,1,1,1,0,0,1,0,1,1,2,1,1,1,0,1,1,0,0,2,1,10,3,6,18,1,,7,,0,4,,2,,2,2,2,2,2,2,2,1,,1
2141,2,3,3,3,2,2,2,2,3,2,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,3,6,19,2,,7,,0,4,,4,,1,2,2,2,2,1,3,1,,1
1818,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,2,,2,0,2,2,2,1,2,1,2,0,3,2,2,1,2,2,2,0,2,2,0,2,0,0,2,0,0,1,0,1,2,0,0,1,2,2,0,0,3,10,3,6,18,1,,2,,0,4,,3,,2,2,2,2,2,2,2,1,,1
5227,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,2,1,10,2,6,21,1,,4,,0,4,,8,Catholic ,2,2,2,2,2,2,1,3,,1
1693,3,3,4,3,2,2,4,2,1,3,3,2,4,3,3,0,0,0,0,2,2,0,0,2,2,2,2,3,0,3,3,3,3,1,3,3,3,0,2,2,3,2,2,2,3,0,3,3,3,0,3,0,2,2,1,0,3,1,1,2,2,3,2,0,0,3,1,3,0,2,1,10,3,6,20,1,,8,,0,4,,2,,2,2,2,2,2,2,1,3,,1
3652,4,3,1,2,4,1,1,2,4,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,2,0,3,3,1,1,2,2,3,2,3,3,1,3,1,2,3,3,,0,2,3,1,0,2,0,0,3,3,3,3,1,0,2,1,1,0,2,1,10,3,6,20,1,,7,,0,5,,2,,2,2,2,2,2,2,1,2,,2
2020,4,3,2,1,2,2,3,1,3,2,3,2,2,2,3,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,2,1,10,3,6,20,2,,7,,0,4,,1,,2,1,1,2,1,2,3,2,,1
1508,4,3,2,3,4,1,1,1,1,3,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,0,0,2,0,2,1,0,3,0,1,1,2,1,3,0,2,0,2,3,2,0,2,1,3,2,3,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,2,0,1,2,1,10,3,6,20,1,,7,,0,4,,4,,2,2,2,1,1,2,1,2,,1
2189,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,1,1,0,0,1,0,0,1,1,0,1,1,4,0,1,1,1,1,1,2,1,1,0,2,2,1,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,1,10,3,6,22,2,,7,,0,4,,2,,2,1,1,2,2,2,3,4,,1
1456,3,3,1,1,2,1,1,1,1,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,2,0,2,0,1,0,3,0,3,3,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,1,10,3,6,18,1,,2,,0,4,,4,,2,2,2,2,1,2,3,1,,1
2847,4,3,1,1,3,1,1,1,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,3,3,1,3,1,2,3,0,0,3,1,2,3,0,0,0,0,0,1,0,0,2,1,0,1,3,1,2,3,3,3,2,0,3,3,0,0,2,1,,3,6,23,2,,7,,0,3,,,,2,2,2,2,2,2,2,2,,1
75189,3,2,1,1,2,1,2,1,1,1,1,1,1,1,3,0,0,1,0,2,2,2,2,2,2,1,0,1,1,2,1,0,1,0,3,0,1,0,2,0,3,0,3,3,0,1,1,0,3,0,1,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,1,10,3,6,,1,,7,,0,4,,7,,2,2,2,1,1,2,1,1,,2
6006,3,3,3,3,2,3,3,1,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,0,0,0,0,2,0,1,1,0,1,1,1,0,1,2,0,0,2,1,2,2,0,1,1,0,1,0,1,0,1,1,1,1,1,2,0,1,1,0,0,0,0,1,1,0,1,1,1,7,2,2,28,1,,4,,0,4,,8,,2,2,2,2,2,2,1,3,,1
1586,3,2,2,1,3,1,1,2,3,1,3,4,4,3,4,1,0,1,0,0,1,1,0,0,0,0,0,4,1,3,2,0,1,0,3,1,1,0,2,1,3,2,3,2,0,2,0,2,1,0,3,0,1,2,0,0,1,0,0,3,1,2,2,2,0,1,2,0,0,2,1,10,3,6,19,1,,7,,0,2,,1,,2,2,2,2,2,2,1,2,,1
705,4,4,4,4,4,1,2,2,3,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,2,2,2,2,0,2,3,1,2,2,3,2,1,1,2,2,2,2,1,2,3,2,3,3,2,2,3,2,2,1,2,1,2,3,2,3,3,2,2,4,11,3,4,18,2,,7,,0,4,,"2,7",,1,2,2,2,2,2,2,1,,2
1284,4,3,1,2,3,3,2,1,2,2,4,3,2,2,2,0,1,1,0,2,2,2,2,0,2,0,0,3,1,1,3,1,1,0,3,2,2,1,3,0,2,0,1,2,0,1,0,1,0,2,3,1,0,2,0,0,2,1,0,0,0,1,3,0,0,1,1,0,0,2,1,10,3,6,20,1,,7,,0,4,,4,,2,2,2,2,2,2,3,3,,1
2672,4,4,3,4,4,1,3,3,2,4,4,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,1,1,1,2,2,2,0,2,0,3,3,3,3,1,0,0,1,1,2,3,1,1,1,1,0,2,1,0,0,0,1,2,2,0,0,1,1,0,2,1,10,3,6,20,1,,7,,0,2,,1,,2,2,2,2,2,2,1,1,,2
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
